,id,text,place,user_location,created_at,username,user_id
0,886454657958260738,rt <allcaps>  <user> :  <user>   <user>  It's called a pre-existing condition I have Lynch Syndrome so yeah I get to have a lot of tests,,New York,Sun Jul 16 05:17:14 +0000 2017,Melissa Jo Peltier,18184205
1,892840398447669248,<user>  You just followed me and it's timely Do you have someone who can comment rapidly on a Lynch syndrome paper For Reuters Health,,New York City,Wed Aug 02 20:11:53 +0000 2017,Marilynn Larkin,18047207
2,835922919704432641,rt <allcaps>  <user> : Telling your <allcaps> story is very powerful in raising awareness about Lynch Syndrome Here in these photos cousins.. https: /  /,,"Born in Gilfach Goch, Wales",Sun Feb 26 18:42:09 +0000 2017,Adrian Price,27397889
3,835016948400459776,rt <allcaps>  <user> : Today we are presenting our research on testing for Lynch syndrome at the  <user>  early diagnosis conference <url>,,"Born in Gilfach Goch, Wales",Fri Feb 24 06:42:09 +0000 2017,Adrian Price,27397889
4,814909478109855744,rt <allcaps>  <user> : Knowing your cancer <hashtag>  risk could save your life <url>,,"Columbus, Ohio",Fri Dec 30 19:02:14 +0000 2016,Ohio State,18846918
5,818591914756714496,rt <allcaps>  <user> : Lynch syndrome: Knowing your risk could save your life <user>  writes: <url>,,"Columbus, Ohio",Mon Jan 09 22:54:55 +0000 2017,Ohio State,18846918
6,818970773046132737,Screening for cancer <hashtag>  risk can be frightening but the benefits outweigh the fear says an  <user>  researcher <url>,,"Columbus, Ohio",Wed Jan 11 00:00:22 +0000 2017,Ohio State,18846918
7,848773888666423301,That's some old willie lynch syndrome shit,,Chasin pussy up a tree.,Mon Apr 03 05:47:19 +0000 2017,🃏,767205715941269507
8,834009392160894977,rt <allcaps>  <user> : Thank god <allcaps> and the mighty ancestors for keeping me  cancer <hashtag>  cancersurvivor <hashtag>  CancerCannot <hashtag>  CancerMoonshot <hashtag>  lynchsyndrome <hashtag>,,"New Jersey, USA",Tue Feb 21 11:58:28 +0000 2017,LiddyCombs,465156243
9,844931053991153666,rt <allcaps>  <user> : A geneticcounselor <hashtag>  explains the importance of individualized medical screening for patients w /  lynchsyndrome: <hashtag>  https: /  /,,hamilton ontario,Thu Mar 23 15:17:15 +0000 2017,Brenna Alise Dougan,25885395
10,843947912564477952,Got this in the mail today State of nh <allcaps> Proclamation for Lynch Syndrome Hereditary Cancer Awareness Day on March 22 <url>,,"Amherst, NH",Mon Mar 20 22:10:36 +0000 2017,Sandra,2794742294
11,844615763411582983,Today is Lynch Syndrome Hereditary Cancer Awareness Day Lynchsyndrome <hashtag>  lynchsyndromeawarenessday <hashtag>  ColonCancer <hashtag>  <url>,,"Amherst, NH",Wed Mar 22 18:24:24 +0000 2017,Sandra,2794742294
12,871526438805139459,Today I celebrate my son and all of you that fought for your life ncsd <allcaps>2017 <hashtag>  CelebrateLife <hashtag>  LynchSyndrome <hashtag>  <url>,,"Amherst, NH",Mon Jun 05 00:37:49 +0000 2017,Sandra,2794742294
13,850013934597918720,<user>  I interviewed someone just yesterday with LynchSyndrome <hashtag>  Glad he shared his story,,"Washington, DC",Thu Apr 06 15:54:49 +0000 2017,suraechinn,206921267
14,851246786496745472,rt <allcaps>  <user> : Via  <user>  Lynchsyndrome <hashtag>  in the News <hashtag>  <url>,,"Washington, DC",Mon Apr 10 01:33:43 +0000 2017,suraechinn,206921267
15,807227558630752260,rt <allcaps>  <user> : We point fingers quarreling day after day while white supremacy sits back laughing We're embarrassing ourselves Wil,,"Sem O' fo, North Cackalacky",Fri Dec 09 14:17:02 +0000 2016,Helga Pataki,246572701
16,885249969531346945,Stage 3 bowelcancer <hashtag>  diagnosed by chance at age 35 Lucy's story via  <user> : <url> <url>,,"Huntsville, AL",Wed Jul 12 21:30:14 +0000 2017,Kailos,3309258467
17,893562508786761730,LynchSyndrome <hashtag>  GeneticTesting <hashtag>  & Counseling w /   <user>   <user>  via  <user> : <url>,,"Huntsville, AL",Fri Aug 04 20:01:18 +0000 2017,Kailos,3309258467
18,804434787872215043,<user>  makes no sense and extremely counter productive Willy lynch syndrome bullshit frfr,,#RVA #804 ,Thu Dec 01 21:19:33 +0000 2016,✨Ryan_Nicole_✨,201075176
19,804435619938271233,This man just said Willie lynch syndrome isn't a real thing So you didn't read that letter huh,,#RVA #804 ,Thu Dec 01 21:22:52 +0000 2016,✨Ryan_Nicole_✨,201075176
20,804452385875783680,oh he also said Willie lynch syndrome wasn't / instead real <url>,,#RVA #804 ,Thu Dec 01 22:29:29 +0000 2016,✨Ryan_Nicole_✨,201075176
21,869169364460867584,Increasing the age <hashtag>  limit for Lynchsyndrome <hashtag>  genetic testing may save lives <url>,,,Mon May 29 12:31:39 +0000 2017,Medical Xpress,20512439
22,834311098450997248,rt <allcaps>  <user> : New nice <allcaps> guidelines will identify more people with Lynch syndrome Now help us make sure they get the right care:  htt,,South Wales,Wed Feb 22 07:57:21 +0000 2017,Wills72,1096351333
23,844334148630302720,rt <allcaps>  <user> : Tomorrow is Lynch syndrome awareness day Stay tuned to find out more... <url>,,South Wales,Tue Mar 21 23:45:22 +0000 2017,Wills72,1096351333
24,844675298251755525,rt <allcaps>  <user> : Lynch syndrome is a genetic condition that increases the risk of bowel cancer and other cancers Find out more >> htt,,South Wales,Wed Mar 22 22:20:59 +0000 2017,Wills72,1096351333
25,855163394521001985,rt <allcaps>  <user> : We want to stop Lynch syndrome devastating generations of families from cancer Join us and sign our petition today ht,,South Wales,Thu Apr 20 20:56:56 +0000 2017,Wills72,1096351333
26,861594909765140482,rt <allcaps>  <user> : Do you know what LynchSyndrome <hashtag>  is Here's Consultant Clinical Geneticist Dr Fiona Lalloo to explain <url>,,South Wales,Mon May 08 14:53:28 +0000 2017,Wills72,1096351333
27,868791795953655809,rt <allcaps>  <user> : Help us make sure that everyone in the uk <allcaps> with bowel cancer has access to Lynch syndrome testing Sign the petition ht,,South Wales,Sun May 28 11:31:20 +0000 2017,Wills72,1096351333
28,829711612646932480,<user>  Thank you for sharing I made this as a student & am working w /  the Lynch Syndrome Screening Network group to get it out there,,"Detroit, MI",Thu Feb 09 15:20:38 +0000 2017,Courtney Alix,716246569
29,808990250622185472,Generations Of Lynch Syndrome Families Devastated By Cancer - Why Aren't We Doing More <url>,,Athens - Nicosia,Wed Dec 14 11:01:20 +0000 2016,Paris Hatzievagelou,368215075
30,849321935926210561,GrandRounds <hashtag>  Apr 5:  <user>  's Heather Hampel ( <user> ) on universal tumor screening for Lynchsyndrome <hashtag>  <url>,,"Atlanta, GA USA",Tue Apr 04 18:05:03 +0000 2017,Winship Cancer Inst.,154590922
31,803056251839987712,Lynch Syndrome <url> via  <user>  Colorectal <hashtag>  cancer <hashtag>  oncology <hashtag>,,Singapore,Mon Nov 28 02:01:45 +0000 2016,Adv Mod Oncol Res,3241842362
32,805623537134223360,rt <allcaps>  <user> : Glioblastoma in patient with Lynch syndrome and msh <allcaps>2 and msh <allcaps>6 loss New Opportunities for immunotherapy in these msi <allcaps> a,,Singapore,Mon Dec 05 04:03:13 +0000 2016,Adv Mod Oncol Res,3241842362
33,871157937934356480,"<user>  I Googled ""Willie Lynch Syndrome"" and read the Wikipedia entry to start The entry says the speech wasn <url>",,"Charlotte, NC",Sun Jun 04 00:13:32 +0000 2017,"Charles Payet, DDS",27220147
34,841688596872597504,rt <allcaps>  <user> : March is Colorectal Cancer Awareness Month: Do you know about Lynch Syndrome By  <user>  <url> htt,,"Xalapa, Ver. México",Tue Mar 14 16:32:53 +0000 2017,Dr rafael contreras,349364687
35,827750963821821952,The Use of Social Media to Recruit Participants With Rare Conditions: Lynch Syndrome as an Example <url>,,"Pune, India",Sat Feb 04 05:29:43 +0000 2017,Plus91,14809630
36,835748158399447040,<user>  I have Lynch Syndrome,,City of Angels,Sun Feb 26 07:07:43 +0000 2017,rissadee,9547822
37,841007971266121728,Holy hell I didn't know this Lynchsyndrome <hashtag>  <url>,,City of Angels,Sun Mar 12 19:28:20 +0000 2017,rissadee,9547822
38,860898495707848704,<user>  Stage iii <allcaps> colon cancer survivor (7 mos cancer free) Lynch Syndrome increases my chance of cancer reo <url>,,City of Angels,Sat May 06 16:46:10 +0000 2017,rissadee,9547822
39,790611087502737408,rt <allcaps>  <user> : People with a new diagnosis of ColorectalCancer <hashtag>  should be offered genetic testing for Lynch syndrome <url>,,,Mon Oct 24 17:49:06 +0000 2016,Lisa Kennedy Sheldon,1087627519
40,789883122238234624,rt <allcaps>  <user> :  <user>  Excellent news from nice <allcaps> all patients with bowel cancer will be tested for Lynch Syndrome <url>,,"Holborn/Bloomsbury, London WC1",Sat Oct 22 17:36:26 +0000 2016,sperhabb,8676382
41,824509859106267136,rt <allcaps>  <user> : Lynch syndromeassociated ovariancancer <hashtag>  presents early has good prognosis <url> WomensHealth <hashtag>,,"Cajeme, Sonora",Thu Jan 26 06:50:43 +0000 2017,Ricardo Terminel Z.,745490815552630790
42,868523261121880064,rt <allcaps>  <user> : I wrote a blog entry last year suggesting we should put lynch syndrome high risk individuals on Immunotherapy before the,,"Cajeme, Sonora",Sat May 27 17:44:16 +0000 2017,Ricardo Terminel Z.,745490815552630790
43,804014342631026688,ls <allcaps>cancerdiag <hashtag>  saves lives by detecting Lynch Syndrome in patients - the main cause of hereditary colorectal cancer <url>,"{'place_type': 'city', 'id': '5ef832bb704339b0', 'country_code': 'FI', 'name': 'Helsinki', 'contained_within': [], 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/5ef832bb704339b0.json', 'country': 'Finland', 'bounding_box': {'coordinates': [[[24.78281, 60.021032], [25.2544364, 60.021032], [25.2544364, 60.2979104], [24.78281, 60.2979104]]], 'type': 'Polygon'}, 'full_name': 'Helsinki, Finland'}",New York,Wed Nov 30 17:28:51 +0000 2016,StartUp Health,267171658
44,796501632641069056,rt <allcaps>  <user> : My thoughts exactly cancer <hashtag>  cancersurvivor <hashtag>  lynchsyndrome <hashtag>  <url>,,The Edge of Sanity,Wed Nov 09 23:56:02 +0000 2016,Tina Winsett,254287052
45,860541445857562624,rt <allcaps>  <user> : Duodenal cancer and Lynch syndrome patient iamapreexisitingcondition <hashtag>  preexistingconditons <hashtag>  trumpcare <hashtag>  <url>,,"New York, NY",Fri May 05 17:07:23 +0000 2017,Scott A Hutchins,79532585
46,829294986759962624,rt <allcaps>  <user> : We're calling on uk <allcaps> Health Ministers to protect people with Lynch syndrome Join us <url> Wednesday <hashtag>,,"Berkshire, England",Wed Feb 08 11:45:07 +0000 2017,👿 eLiza 👿,297643423
47,791273682173767680,I suspect few recording artists (or anyone else) can discuss Lynch Syndrome ivf <allcaps> pgd <allcaps> genetics & payors as coherently as  <user>  - wow,,Bay area,Wed Oct 26 13:42:01 +0000 2016,David Shaywitz,396365748
48,866828796363755520,rt <allcaps>  <user> :  <user>  the Willie Lynch syndrome,,The Mecca,Tue May 23 01:31:04 +0000 2017,Pedro Picapiedra,754260919362936832
49,858038505443921921,Black folks are so messed up they can't share space That Willie Lynch syndrome mentality is real & at work <url>,,"Washington, DC",Fri Apr 28 19:21:35 +0000 2017,SheTweetsTruth,300157950
50,858051056735059971,<user>  There is space for both Black men & women That Willie Lynch Syndrome mentality has folks vexed <url>,,"Washington, DC",Fri Apr 28 20:11:28 +0000 2017,SheTweetsTruth,300157950
51,861627759604506625,<user>  Willie Lynch Syndrome <url>,,"Washington, DC",Mon May 08 17:04:00 +0000 2017,SheTweetsTruth,300157950
52,889103172261859328,<user>   <user>   <user>   <user>  I know the history & that's the problem Colorism has be <url>,,Soul City,Sun Jul 23 12:41:29 +0000 2017,SheTweetsTruth,300157950
53,893847990410072067,<user>   <user>   <user>   <user>   <user>   <user>   <user>   <user>  <url>,,Soul City,Sat Aug 05 14:55:42 +0000 2017,SheTweetsTruth,300157950
54,838227612652691457,<user>  presenting 3% of adrenal cortical carcinomas are secondary to Lynch syndrome Should we screen all <url>,,"Sydney, Australia",Sun Mar 05 03:20:11 +0000 2017,Anthony J Gill,1916738564
55,885359602832822272,Number 1 lesson from Lynch Syndrome screening in gynae cancer: almost all dual mlh <allcaps>1 / pms <allcaps>2 neg are somatic not Lynch <url>,,"Sydney, Australia",Thu Jul 13 04:45:53 +0000 2017,Anthony J Gill,1916738564
56,887753100567523328,Our group's latest article on Lynch Syndrome screening in gynecological cancer now available for free download! <url>,,"Sydney, Australia",Wed Jul 19 19:16:47 +0000 2017,Anthony J Gill,1916738564
